Nombre del grupo: Ugxf5czF8iscF8Z49XV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxtRid6eTp4uXyvxRV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,18%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,13%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   26,38%
Control               C4. Da sugerencia u orientación           4%        11%                    7,36%
Evaluación            C5. Da opiniones                         21%        40%                    8,59%
Comunicación          C6. Da información                       14%        30%                   30,67%
Comunicación          C7. Pide información                      2%        11%                    1,84%
Evaluación            C8. Pide opinión                          1%         9%                    1,23%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,61%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugy2HdacaSB2LyCYrm54AaABAQ.arff
